############################# BIG MARIO #################################
#idle right
10001	10001	100

# IDLE LEFT
10002	10002	100

# WALK RIGHT
10003	10001	100	10003	100	10004	100

# WALK LEFT
10004	10002	100	10005	100	10006	100

#JUMP RIGHT
10005	10007	100

#JUMP LEFT
10006	10008	100

#RUN MAX RIGHT
10007	10009	50	10010	50	10011	50

#RUN MAX LEFT
10008	10012	50	10013	50	10014	50

#WALK TO RIGHT BACK LEFT
10009	10015	500

#WALK TO LEFT BACK RIGHT
10010	10016	500

#SIT RIGHT 
10011	10017	100

#SIT LEFT
10012	10018	100

#RUN RIGHT
10013	10001	50	10003	50	10004	50

#RUN LEFT
10014	10002	50	10005	50	10006	50

#RUNNING JUMP RIGHT
10015	10019	100

#RUNNING JUMP LEFT
10016	10020	100

#FALL RIGHT
10017	10021	100

#FALL LEFT
10018	10022	100

#HOLD IDLE RIGHT
10019	10023	100

#HOLD IDLE LEFT
10020	10024	100

#HOLD WALK RIGHT
10021	10023	100	10025	100	10026	100

#HOLD WALK LEFT
10022	10024	100	10027	100	10028	100

#KICK RIGHT
10023	10029	100

#KICK LEFT
10024	10030	100

#HOLD JUMP RIGHT
10025	10025	100

#HOLD JUMP LEFT
10026	10027	100

######################### SMALL MARIO #############################
#idle right
11001	11001	100

# IDLE LEFT
11002	11002	100

# WALK RIGHT
11003	11001	100	11003	100

# WALK LEFT
11004	11002	100	11004	100

#JUMP RIGHT
11005	11005	100

#JUMP LEFT
11006	11006	100

#RUN MAX RIGHT
11007	11007	50	11008	50

#RUN MAX LEFT
11008	11009	50	11010	50

#WALK TO RIGHT BACK LEFT
11010	11011	500

#WALK TO LEFT BACK RIGHT
11011	11012	500

#RUN RIGHT
11012	11001	50	11003	50

#RUN LEFT
11013	11002	50	11004	50

#RUNNING JUMP RIGHT
11014	11013	100

#RUNNING JUMP LEFT
11015	11014	100

#FALL RIGHT
11016	11015	100

#FALL LEFT
11017	11016	100

#HOLD IDLE RIGHT
11018	11017	100

#HOLD IDLE LEFT
11019	11018	100

#HOLD WALK RIGHT
11020	11017	100	11019	100

#HOLD WALK LEFT
11021	11018	100	11020	100

#KICK RIGHT
11022	11021	100

#KICK LEFT
11023	11022	100

#HOLD JUMP RIGHT
11024	11019	100

#HOLD JUMP LEFT
11025	11020	100

################################### RACOON ##################################
#idle right
12001	12001	100

# IDLE LEFT
12002	12002	100

# WALK RIGHT
12003	12001	100	12003	100	12004	100

# WALK LEFT
12004	12002	100	12005	100	12006	100

#JUMP RIGHT
12005	12007	100

#JUMP LEFT
12006	12008	100

#RUN MAX RIGHT
12007	12009	50	12010	50	12011	50

#RUN MAX LEFT
12008	12012	50	12013	50	12014	50

#WALK TO RIGHT BACK LEFT
12009	12015	500

#WALK TO LEFT BACK RIGHT
12010	12016	500

#SIT RIGHT 
12011	12017	100

#SIT LEFT
12012	12018	100

#RUN RIGHT
12013	12001	50	12003	50	12004	50

#RUN LEFT
12014	12002	50	12005	50	12006	50

#RUNNING JUMP RIGHT
12015	12019	100

#RUNNING JUMP LEFT
12016	12020	100

#FALL RIGHT
12017	12021	100

#FALL LEFT
12018	12022	100

#HOLD IDLE RIGHT
12019	12023	100

#HOLD IDLE LEFT
12020	12024	100

#HOLD WALK RIGHT
12021	12023	100	12025	100	12026	100

#HOLD WALK LEFT
12022	12024	100	12027	100	12028	100

#KICK RIGHT
12023	12029	100

#KICK LEFT
12024	12030	100

#FLY RIGHT
12025	12031	100	12032	100	12033	100

#FLY LEFT
12026	12034	100	12035	100	12036	100

#FALL FLY RIGHT
12027	12032	100

#FALL FLY LEFT
12028	12035	100

#FALL SLOW RIGHT
12029	12021	50	12037	50

#FALL SLOW LEFT
12030	12022	50	12038	50

#HOLD JUMP_RIGHT
12031	12025	100

#HOLD JUMP LEFT
12032	12027	100

################################## FIRE ################################################
#idle right
13001	13001	100

# IDLE LEFT
13002	13002	100

# WALK RIGHT
13003	13001	100	13003	100	13004	100

# WALK LEFT
13004	13002	100	13005	100	13006	100

#JUMP RIGHT
13005	13007	100

#JUMP LEFT
13006	13008	100

#RUN MAX RIGHT
13007	13009	50	13010	50	13011	50

#RUN MAX LEFT
13008	13012	50	13013	50	13014	50

#WALK TO RIGHT BACK LEFT
13009	13015	500

#WALK TO LEFT BACK RIGHT
13010	13016	500

#SIT RIGHT 
13011	13017	100

#SIT LEFT
13012	13018	100

#RUN RIGHT
13013	13001	50	13003	50	13004	50

#RUN LEFT
13014	13002	50	13005	50	13006	50

#RUNNING JUMP RIGHT
13015	13019	100

#RUNNING JUMP LEFT
13016	13020	100

#FALL RIGHT
13017	13021	100

#FALL LEFT
13018	13022	100

#HOLD IDLE RIGHT
13019	13023	100

#HOLD IDLE LEFT
13020	13024	100

#HOLD WALK RIGHT
13021	13023	100	13025	100	13026	100

#HOLD WALK LEFT
13022	13024	100	13027	100	13028	100

#KICK RIGHT
13023	13029	100

#KICK LEFT
13024	13030	100

#SHOOT FIRE RIGHT
13025	13031	100	13032	100	13033	100

#SHOOT FIRE LEFT
13026	13034	100	13035	100	13036	100

#HOLD JUMP RIGHT
13027	13025	100

#HOLD JUMP LEFT
13028	13027	100

#DIE 
999	999	100



